;  ZJX-FLIGHTPLANS.TXT 9 AUG 23

;                     2000 1112
;                     3257 1470
FPX ZJX MCO  CLE 01 0011 0001 1.0 1234567 FFT 0     A20N 559 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..BURGG..HVQ./.KCLE
FPX ZJX MCO  CLE 01 0011 0001 1.0 1234567 NKS 0     A320 559 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..BURGG..HVQ./.KCLE
FPX ZJX MCO  CLE 01 0011 0001 1.0 1234567 NKS 0     A321 559 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..BURGG..HVQ./.KCLE
FPX ZJX MCO  CMH 01 0011 0001 1.0 1234567 SWA 0     B737 527 370 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA..MCGNS./.KCMH
FPX ZJX MCO  CMH 01 0011 0001 1.0 1234567 SWA 0     B738 527 370 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA..MCGNS./.KCMH
FPX ZJX MCO  CMH 01 0011 0001 1.0 1234567 SWA 0     B38M 527 370 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA..MCGNS./.KCMH
FPX ZJX MCO  CMH 01 0011 0001 1.0 1234567 FFT 0     A20N 527 370 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA..MCGNS./.KCMH
FPX ZJX MCO  CMH 01 0011 0001 1.0 1234567 NKS 0     A20N 527 370 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA..MCGNS./.KCMH
FPX ZJX MCO  DFW 01 0011 0001 1.0 1234567 FFT 0     A20N 534 360 KMCO.OSPRY0.REMIS.Y280.LEV..AEX./.KDFW
FPX ZJX MCO  DFW 01 0011 0001 1.0 1234567 NKS 0     A319 534 360 KMCO.OSPRY0.REMIS.Y280.LEV..AEX./.KDFW
FPX ZJX MCO  DFW 01 0011 0001 1.0 1234567 NKS 0     A321 534 360 KMCO.OSPRY0.REMIS.Y280.LEV..AEX./.KDFW
FPX ZJX MCO  DFW 01 0011 0001 1.0 1234567 AAL 0     A321 534 360 KMCO.OSPRY0.REMIS.Y280.LEV..AEX./.KDFW
FPX ZJX MCO  DAL 01 0011 0001 1.0 1234567 JSX 0     E145 499 360 KMCO.OSPRY0.REMIS..ROZZI.Y280.REDFN..AEX./.KDAL
FPX ZJX MCO  DAL 01 0011 0001 1.0 1234567 SWA 0     B737 499 360 KMCO.OSPRY0.REMIS..ROZZI.Y280.REDFN..AEX./.KDAL
FPX ZJX MCO  DAL 01 0011 0001 1.0 1234567 SWA 0     B38M 499 360 KMCO.OSPRY0.REMIS..ROZZI.Y280.REDFN..AEX./.KDAL
FPX ZJX MCO  DAL 01 0011 0001 1.0 1234567 SWA 0     B738 499 360 KMCO.OSPRY0.REMIS..ROZZI.Y280.REDFN..AEX./.KDAL
FPX ZJX MCO  DEN 01 0011 0001 1.0 1234567 UAL 0     B39M 534 360 KMCO.OSPRY0.REMIS.Y280.REDFN.Q105.HRV..LCH./.KDEN
FPX ZJX MCO  DEN 01 0011 0001 1.0 1234567 SWA 0     B737 534 360 KMCO.OSPRY0.REMIS.Y280.REDFN.Q105.HRV..LCH./.KDEN
FPX ZJX MCO  DEN 01 0011 0001 1.0 1234567 SWA 0     B38M 534 360 KMCO.OSPRY0.REMIS.Y280.REDFN.Q105.HRV..LCH./.KDEN
FPX ZJX MCO  DEN 01 0011 0001 1.0 1234567 SWA 0     B738 534 360 KMCO.OSPRY0.REMIS.Y280.REDFN.Q105.HRV..LCH./.KDEN
FPX ZJX MCO  DEN 01 0011 0001 1.0 1234567 FFT 0     A20N 534 360 KMCO.OSPRY0.REMIS.Y280.REDFN.Q105.HRV..LCH./.KDEN
FPX ZJX MCO  DTW 01 0011 0001 1.0 1234567 FFT 0     A21N 536 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA./.KDTW
FPX ZJX MCO  DTW 01 0011 0001 1.0 1234567 DAL 0     A321 536 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA./.KDTW
FPX ZJX MCO  DTW 01 0011 0001 1.0 1234567 NKS 0     A20N 536 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA./.KDTW
FPX ZJX MCO  DTW 01 0011 0001 1.0 1234567 NKS 0     A321 536 340 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ..SPA./.KDTW
FPX ZJX MCO  DBQ 01 0011 0001 1.0 1234567 VXP 0     B738 536 340 KMCO.RDSOX0.JFRYS..PATOY.Q116.VLKNN..GETME./.KDBQ
FPX ZJX MCO  XNA 01 0011 0001 1.0 1234567 MXY 0     E190 476 280 KMCO.OSPRY0.REMIS.Q100.REDFN..HRV./.KXNA
FPX ZJX MCO  XNA 01 0011 0001 1.0 1234567 MXY 0     BCS3 542 360 KMCO.OSPRY0.REMIS.Y280.REDFN..HRV./.KXNA
